"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET /",8,140,150,150,150,150,150,150,150,150
"POST /",5,290,590,590,630,630,630,630,630,630
"GET /analysis.html",9,220,240,290,2400,31000,31000,31000,31000,31000
"POST /analysisResult.html?stock=Apple&type=Candle&date_from=2015-11-03&date_to=2020-02-20",3,5100,5100,16000,16000,16000,16000,16000,16000,16000
"POST /analysisResult.html?stock=Apple&type=Line&date_from=2015-11-03&date_to=2020-02-20",1,4000,4000,4000,4000,4000,4000,4000,4000,4000
"POST /analysisResult.html?stock=Apple&type=Table&date_from=2015-11-03&date_to=2020-02-20",2,1500,1500,1500,1500,1500,1500,1500,1500,1500
"GET /compare.html",6,330,330,370,370,410,410,410,410,410
"POST /compareResult.html?stock1=American&stock2=Adobe&type=Candle&date_from=2015-02-02&date_to=2020-02-20",1,16000,16000,16000,16000,16000,16000,16000,16000,16000
"/compareResult.html?stock1=American&stock2=Adobe&type=Line&date_from=2015-02-02&date_to=2020-02-20",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"/compareResult.html?stock1=American&stock2=Adobe&type=Table&date_from=2015-02-02&date_to=2020-02-20",0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"GET /measure.html",16,230,2700,10000,10000,14000,18000,18000,18000,18000
"POST /measureResults.html",10,2800,5000,5400,7500,172000,172000,172000,172000,172000
"GET /movers.html",12,160,2200,5800,5800,8100,12000,12000,12000,12000
"POST /moversResult.html",5,105000,155000,155000,162000,162000,162000,162000,162000,162000
"GET /prediction.html",5,950,2900,2900,4200,4200,4200,4200,4200,4200
"POST /predictionResult.html",3,7100,7100,174000,174000,174000,174000,174000,174000,174000
"Total",86,590,2700,5100,7100,18000,105000,172000,174000,174000
